Renderer,Driver,MSAA,width,height,FPS,seconds,core_temp,core_temp_fahrenheit,core_vddc,core_load,gpu_power,core_clock,mem_clock,sys_mem_load,proc_mem_load,gpu_mem_load
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,36.3,70.0,158.0,0.000,99.0,0.0,1327.0,8000.0,10,168890368,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,36.3,0.0,32.0,1.155,0.0,0.0,400.0,2400.0,10,168890368,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,38.3,70.0,158.0,0.000,99.0,0.0,1402.0,8000.0,10,168898560,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,38.3,0.0,32.0,0.815,0.0,0.0,400.0,2400.0,10,168898560,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,40.4,71.0,159.8,0.000,99.0,0.0,1402.0,8000.0,10,168906752,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,40.4,0.0,32.0,0.810,0.0,0.0,400.0,2400.0,10,168906752,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,42.4,71.0,159.8,0.000,99.0,0.0,1357.0,8000.0,10,168914944,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,42.4,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,168914944,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,44.5,71.0,159.8,0.000,99.0,0.0,1402.0,8000.0,10,168919040,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,44.5,0.0,32.0,0.825,0.0,0.0,400.0,2400.0,10,168919040,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,71,46.5,72.0,161.6,0.000,99.0,0.0,1402.0,8000.0,10,168923136,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,71,46.5,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,168923136,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,48.5,71.0,159.8,0.000,99.0,0.0,1350.0,8000.0,10,168931328,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,48.5,0.0,32.0,1.120,0.0,0.0,400.0,2400.0,10,168931328,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,50.6,72.0,161.6,0.000,99.0,0.0,1402.0,8000.0,10,168935424,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,50.6,0.0,32.0,1.189,0.0,0.0,400.0,2400.0,10,168935424,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,71,52.6,72.0,161.6,0.000,99.0,0.0,1387.0,8000.0,10,168939520,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,71,52.6,0.0,32.0,1.170,0.0,0.0,400.0,2400.0,10,168939520,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,54.7,72.0,161.6,0.000,99.0,0.0,1365.0,8000.0,10,168947712,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,54.7,0.0,32.0,1.145,0.0,0.0,400.0,2400.0,10,168947712,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,56.7,72.0,161.6,0.000,99.0,0.0,1402.0,8000.0,10,168853504,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,56.7,0.0,32.0,1.189,0.0,0.0,400.0,2400.0,10,168853504,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,58.7,72.0,161.6,0.000,99.0,0.0,1365.0,8000.0,10,168861696,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,58.7,0.0,32.0,1.425,0.0,0.0,400.0,2400.0,10,168861696,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,60.8,72.0,161.6,0.000,99.0,0.0,1365.0,8000.0,10,168869888,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,60.8,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,168869888,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,62.8,72.0,161.6,0.000,99.0,0.0,1425.0,8000.0,10,168873984,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,62.8,0.0,32.0,1.145,0.0,0.0,400.0,2400.0,10,168873984,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,64.9,72.0,161.6,0.000,99.0,0.0,1372.0,8000.0,10,168878080,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,64.9,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,168878080,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,66.9,72.0,161.6,0.000,99.0,0.0,1372.0,8000.0,10,168886272,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,66.9,0.0,32.0,0.794,0.0,0.0,400.0,2400.0,10,168886272,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,68.9,72.0,161.6,0.000,99.0,0.0,1380.0,8000.0,10,168890368,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,68.9,0.0,32.0,1.125,0.0,0.0,400.0,2400.0,10,168890368,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,71.0,72.0,161.6,0.000,99.0,0.0,1357.0,8000.0,10,168898560,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,71.0,0.0,32.0,1.120,0.0,0.0,400.0,2400.0,10,168898560,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,73.0,72.0,161.6,0.000,99.0,0.0,1410.0,8000.0,10,168902656,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,73.0,0.0,32.0,0.810,0.0,0.0,400.0,2400.0,10,168902656,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,75.1,72.0,161.6,0.000,99.0,0.0,1402.0,8000.0,10,168906752,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,75.1,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,168906752,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,77.1,72.0,161.6,0.000,99.0,0.0,1357.0,8000.0,10,168914944,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,77.1,0.0,32.0,1.115,0.0,0.0,400.0,2400.0,10,168914944,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,79.1,72.0,161.6,0.000,99.0,0.0,1402.0,8000.0,10,168947712,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,79.1,0.0,32.0,1.120,0.0,0.0,400.0,2400.0,10,168947712,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,71,81.2,72.0,161.6,0.000,99.0,0.0,1417.0,8000.0,10,168951808,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,71,81.2,0.0,32.0,1.160,0.0,0.0,400.0,2400.0,10,168951808,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,83.2,72.0,161.6,0.000,99.0,0.0,1342.0,8000.0,10,168960000,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,83.2,0.0,32.0,1.140,0.0,0.0,400.0,2400.0,10,168960000,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,85.3,72.0,161.6,0.000,99.0,0.0,1417.0,8000.0,10,168964096,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,85.3,0.0,32.0,1.140,0.0,0.0,400.0,2400.0,10,168964096,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,87.4,72.0,161.6,0.000,99.0,0.0,1410.0,8000.0,10,168968192,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,87.4,0.0,32.0,0.820,0.0,0.0,400.0,2400.0,10,168968192,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,89.4,72.0,161.6,0.000,99.0,0.0,1365.0,8000.0,10,168976384,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,89.4,0.0,32.0,0.794,0.0,0.0,400.0,2400.0,10,168976384,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,91.4,73.0,163.4,0.000,99.0,0.0,1417.0,8000.0,10,168980480,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,91.4,0.0,32.0,1.185,0.0,0.0,400.0,2400.0,10,168980480,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,93.5,73.0,163.4,0.000,99.0,0.0,1395.0,8000.0,10,168984576,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,93.5,0.0,32.0,1.150,0.0,0.0,400.0,2400.0,10,168984576,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,95.5,73.0,163.4,0.000,99.0,0.0,1380.0,8000.0,10,168992768,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,95.5,0.0,32.0,1.150,0.0,0.0,400.0,2400.0,10,168992768,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,97.6,73.0,163.4,0.000,99.0,0.0,1425.0,8000.0,10,168996864,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,97.6,0.0,32.0,0.799,0.0,0.0,400.0,2400.0,10,168996864,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,99.6,73.0,163.4,0.000,99.0,0.0,1365.0,8000.0,10,169000960,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,99.6,0.0,32.0,1.155,0.0,0.0,400.0,2400.0,10,169000960,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,101.7,73.0,163.4,0.000,99.0,0.0,1365.0,8000.0,10,169009152,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,101.7,0.0,32.0,1.160,0.0,0.0,400.0,2400.0,10,169009152,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,103.7,73.0,163.4,0.000,99.0,0.0,1425.0,8000.0,10,169013248,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,103.7,0.0,32.0,1.145,0.0,0.0,400.0,2400.0,10,169013248,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,105.8,73.0,163.4,0.000,99.0,0.0,1372.0,8000.0,10,169021440,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,105.8,0.0,32.0,1.199,0.0,0.0,400.0,2400.0,10,169021440,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,107.8,73.0,163.4,0.000,99.0,0.0,1365.0,8000.0,10,169025536,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,107.8,0.0,32.0,1.160,0.0,0.0,400.0,2400.0,10,169025536,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,109.8,73.0,163.4,0.000,99.0,0.0,1417.0,8000.0,10,169029632,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,109.8,0.0,32.0,1.150,0.0,0.0,400.0,2400.0,10,169029632,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,111.9,73.0,163.4,0.000,99.0,0.0,1357.0,8000.0,10,169037824,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,111.9,0.0,32.0,1.145,0.0,0.0,400.0,2400.0,10,169037824,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,113.9,73.0,163.4,0.000,99.0,0.0,1410.0,8000.0,10,169041920,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,113.9,0.0,32.0,0.799,0.0,0.0,400.0,2400.0,10,169041920,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,116.0,73.0,163.4,0.000,99.0,0.0,1395.0,8000.0,10,169046016,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,116.0,0.0,32.0,1.170,0.0,0.0,400.0,2400.0,10,169046016,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,118.1,73.0,163.4,0.000,99.0,0.0,1350.0,8000.0,10,169054208,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,118.1,0.0,32.0,0.820,0.0,0.0,400.0,2400.0,10,169054208,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,120.2,73.0,163.4,0.000,99.0,0.0,1402.0,8000.0,10,169058304,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,120.2,0.0,32.0,0.830,0.0,0.0,400.0,2400.0,10,169058304,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,122.2,73.0,163.4,0.000,99.0,0.0,1402.0,8000.0,10,169062400,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,122.2,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,169062400,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,124.3,73.0,163.4,0.000,99.0,0.0,1357.0,8000.0,10,169070592,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,124.3,0.0,32.0,1.130,0.0,0.0,400.0,2400.0,10,169070592,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,126.3,73.0,163.4,0.000,99.0,0.0,1387.0,8000.0,10,169074688,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,126.3,0.0,32.0,0.820,0.0,0.0,400.0,2400.0,10,169074688,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,128.4,73.0,163.4,0.000,99.0,0.0,1380.0,8000.0,10,169078784,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,128.4,0.0,32.0,0.820,0.0,0.0,400.0,2400.0,10,169078784,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,130.4,73.0,163.4,0.000,99.0,0.0,1327.0,8000.0,10,169086976,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,130.4,0.0,32.0,1.135,0.0,0.0,400.0,2400.0,10,169086976,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,132.5,74.0,165.2,0.000,99.0,0.0,1417.0,8000.0,10,169000960,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,132.5,0.0,32.0,1.155,0.0,0.0,400.0,2400.0,10,169000960,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,134.5,74.0,165.2,0.000,99.0,0.0,1402.0,8000.0,10,169009152,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,134.5,0.0,32.0,1.145,0.0,0.0,400.0,2400.0,10,169009152,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,136.6,73.0,163.4,0.000,99.0,0.0,1320.0,8000.0,10,169013248,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,136.6,0.0,32.0,1.435,0.0,0.0,400.0,2400.0,10,169013248,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,138.6,73.0,163.4,0.000,99.0,0.0,1417.0,8000.0,10,169017344,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,138.6,0.0,32.0,0.810,0.0,0.0,400.0,2400.0,10,169017344,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,140.7,74.0,165.2,0.000,99.0,0.0,1387.0,8000.0,10,169025536,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,140.7,0.0,32.0,0.825,0.0,0.0,400.0,2400.0,10,169025536,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,142.7,74.0,165.2,0.000,99.0,0.0,1365.0,8000.0,10,169029632,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,142.7,0.0,32.0,0.799,0.0,0.0,400.0,2400.0,10,169029632,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,144.7,74.0,165.2,0.000,99.0,0.0,1402.0,8000.0,10,169033728,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,144.7,0.0,32.0,0.810,0.0,0.0,400.0,2400.0,10,169033728,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,146.8,74.0,165.2,0.000,99.0,0.0,1365.0,8000.0,10,169041920,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,146.8,0.0,32.0,1.130,0.0,0.0,400.0,2400.0,10,169041920,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,148.8,74.0,165.2,0.000,99.0,0.0,1350.0,8000.0,10,169058304,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,148.8,0.0,32.0,1.150,0.0,0.0,400.0,2400.0,10,169058304,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,150.9,74.0,165.2,0.000,99.0,0.0,1410.0,8000.0,10,169062400,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,150.9,0.0,32.0,1.170,0.0,0.0,400.0,2400.0,10,169062400,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,152.9,74.0,165.2,0.000,99.0,0.0,1365.0,8000.0,10,169070592,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,152.9,0.0,32.0,1.165,40.0,0.0,2400.0,2400.0,10,169070592,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,154.9,74.0,165.2,0.000,99.0,0.0,1380.0,8000.0,10,169074688,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,154.9,0.0,32.0,1.155,0.0,0.0,400.0,2400.0,10,169074688,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,157.0,74.0,165.2,0.000,99.0,0.0,1417.0,8000.0,10,169078784,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,70,157.0,0.0,32.0,1.120,0.0,0.0,400.0,2400.0,10,169078784,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,159.1,74.0,165.2,0.000,99.0,0.0,1372.0,8000.0,10,169086976,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,66,159.1,0.0,32.0,0.820,0.0,0.0,400.0,2400.0,10,169086976,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,161.1,74.0,165.2,0.000,98.0,0.0,1410.0,8000.0,10,169091072,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,68,161.1,0.0,32.0,0.789,0.0,0.0,400.0,2400.0,10,169091072,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,163.1,74.0,165.2,0.000,99.0,0.0,1402.0,8000.0,10,169095168,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,163.1,0.0,32.0,1.155,0.0,0.0,400.0,2400.0,10,169095168,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,165.2,74.0,165.2,0.000,99.0,0.0,1342.0,8000.0,10,169103360,396
"AMD Radeon(TM) Graphics","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,69,165.2,0.0,32.0,0.789,0.0,0.0,400.0,2400.0,10,169103360,-1
"NVIDIA GeForce RTX 3080 Ti Laptop GPU","R512.15 (r512_08) / 30.0.14018.1002 (12-23-2021)",8,1904,1041,67,167.2,74.0,165.2,0.000,99.0,0.0,1395.0,8000.0,10,169107456,396
